Record ID,Case ID,Landlord Name,Landlord Type,Decision Date,Category,Complaint Description,Finding Outcome,Source Decision ID
568,202418080,Sovereign Network Group,Housing Association,12 February 2026,Damp & Mould,The landlord’s handling of the resident’s reports of damp and mould,Maladministration,272
569,202418080,Sovereign Network Group,Housing Association,12 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,272
570,202307114,Stonewater Limited,Housing Association,12 February 2026,Repairs & Maintenance,The handling of the residents’ concerns about estate maintenance,Maladministration,273
571,202307114,Stonewater Limited,Housing Association,12 February 2026,Pest Control,The handling of the residents’ concerns about pest control,Service Failure,273
572,202307114,Stonewater Limited,Housing Association,12 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,273
573,202513932,The Guinness Partnership Limited,Housing Association,12 February 2026,Repairs & Maintenance,The landlord’s handling of window repairs,Maladministration,274
574,202513932,The Guinness Partnership Limited,Housing Association,12 February 2026,Complaint Handling,handling,Service Failure,274
575,202526288,The Guinness Partnership Limited,Housing Association,12 February 2026,Damp & Mould,"R eports of leaks, damp and mould",Outside Jurisdiction,275
576,202526288,The Guinness Partnership Limited,Housing Association,12 February 2026,Rehousing & Allocations,Rehousing request,Maladministration,275
577,202526288,The Guinness Partnership Limited,Housing Association,12 February 2026,Complaint Handling,C omplaint handling,No Maladministration,275
578,202424444,Connexus Homes Limited,Housing Association,11 February 2026,Rehousing & Allocations,The landlord’s handling of the resident’s rehousing request.,Service Failure,276
579,202424444,Connexus Homes Limited,Housing Association,11 February 2026,Estate Management,"Repairs to the resident’s shower, external lights, and rear garden .",Reasonable Redress,276
580,202424444,Connexus Homes Limited,Housing Association,11 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,276
581,202347067,London Borough of Lambeth,Local Authority / ALMO or TMO,11 February 2026,Repairs & Maintenance,Handling of repairs to the resident’s boiler,Service Failure,279
582,202347067,London Borough of Lambeth,Local Authority / ALMO or TMO,11 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,279
583,202518189,Octavia Housing,Housing Association,11 February 2026,Anti-Social Behaviour (ASB),The handling of the resident ’ s reports of noise transfer,Maladministration,280
584,202518189,Octavia Housing,Housing Association,11 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,280
585,202529898,Orbit Group Limited,Housing Association,11 February 2026,Damp & Mould,Damp and mould,Maladministration,281
586,202529898,Orbit Group Limited,Housing Association,11 February 2026,Complaint Handling,The handling of the complaint,Service Failure,281
587,202416965,Sovereign Network Group,Housing Association,11 February 2026,Anti-Social Behaviour (ASB),The resident’s reports of a vibrating noise in her new build property,Maladministration,283
588,202416965,Sovereign Network Group,Housing Association,11 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,283
589,202401179,The Guinness Partnership Limited,Housing Association,11 February 2026,Rehousing & Allocations,The landlord ’s handling of the resident ’ s management transfer application,No Maladministration,284
590,202401179,The Guinness Partnership Limited,Housing Association,11 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,284
591,202336435,Together Housing Association Limited,Housing Association,11 February 2026,Complaint Handling,Response to the resident’s concerns about the conduct of contractors,No Maladministration,285
592,202336435,Together Housing Association Limited,Housing Association,11 February 2026,Complaint Handling,Complaint handling,No Maladministration,285
593,202332077,Bristol City Council,Local Authority / ALMO or TMO,11 February 2026,Estate Management,The landlord’s handling of the reports of the condition of the neighbours garden,Maladministration,288
594,202332077,Bristol City Council,Local Authority / ALMO or TMO,11 February 2026,Complaint Handling,The handling of the complaint,Service Failure,288
595,202312346,Clarion Housing Association Limited,Housing Association,10 February 2026,Other,R eports about cracks on an external wall,Maladministration,289
596,202312346,Clarion Housing Association Limited,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,289
597,202523510,Gateshead Metropolitan Borough Council,Local Authority / ALMO or TMO,17 February 2026,Damp & Mould,The landlord’s response to the resident’s reports of water ingress and related damp and mould in her property,Severe Maladministration,290
598,202523510,Gateshead Metropolitan Borough Council,Local Authority / ALMO or TMO,17 February 2026,Complaint Handling,Complaint handling,Maladministration,290
599,202522709,Harlow District Council,Local Authority / ALMO or TMO,10 February 2026,Anti-Social Behaviour (ASB),Reports of ASB,Maladministration,291
600,202522709,Harlow District Council,Local Authority / ALMO or TMO,10 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,291
601,202344328,London Borough of Lambeth,Local Authority / ALMO or TMO,22 January 2026,Repairs & Maintenance,The landlord’s handling of reports of roof leaks,Maladministration,292
602,202344328,London Borough of Lambeth,Local Authority / ALMO or TMO,22 January 2026,Complaint Handling,The handling of the complaint,Service Failure,292
603,202328922,London Borough of Newham,Local Authority / ALMO or TMO,10 February 2026,Damp & Mould,The landlord’s handling of the reports of damp and mould,Maladministration,293
604,202328922,London Borough of Newham,Local Authority / ALMO or TMO,10 February 2026,Complaint Handling,The handling of the complaint,Service Failure,293
605,202453501,Midland Heart Limited,Housing Association,10 February 2026,Estate Management,Bin store door repairs and excessive waste,Reasonable Redress,294
606,202453501,Midland Heart Limited,Housing Association,10 February 2026,Other,Anti – social behaviour,Maladministration,294
607,202453501,Midland Heart Limited,Housing Association,10 February 2026,Other,Information request relating to CCTV,Reasonable Redress,294
608,202453501,Midland Heart Limited,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,No Maladministration,294
609,202340423,Notting Hill Genesis,Housing Association,10 February 2026,Complaint Handling,The landlord’s handling of providing a copy of the tenancy agreement to the resident,Reasonable Redress,295
610,202340423,Notting Hill Genesis,Housing Association,10 February 2026,Rent & Service Charges,The landlord’s handling of the resident’s rent account,Service Failure,295
611,202340423,Notting Hill Genesis,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,295
612,202418389,One Housing Group Limited,Housing Association,10 February 2026,Estate Management,The resident’s r equest for adaptations to the back garden,Maladministration,296
613,202418389,One Housing Group Limited,Housing Association,10 February 2026,Other,The resident’s requests for double – glazed windows and insulation in the basement,Maladministration,296
614,202418389,One Housing Group Limited,Housing Association,10 February 2026,Damp & Mould,The resident’s r eports of damp in the bedroom and hallway,Maladministration,296
615,202418389,One Housing Group Limited,Housing Association,10 February 2026,Anti-Social Behaviour (ASB),The resident’s r eports of a dripping noise in the main bedroom,Maladministration,296
616,202418389,One Housing Group Limited,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,Service Failure,296
617,202340432,Orbit Housing Association Limited,Housing Association,10 February 2026,Damp & Mould,The landlord’s handling of the resident’s report of damp and mould,Maladministration,297
618,202340432,Orbit Housing Association Limited,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,Reasonable Redress,297
619,202441912,Orbit Housing Association Limited,Housing Association,10 February 2026,Damp & Mould,How the landlord handled works to address damp and mould.,Maladministration,298
620,202441912,Orbit Housing Association Limited,Housing Association,10 February 2026,Complaint Handling,The handling of the complaint,Maladministration,298
621,202521890,Red Kite Community Housing Limited,Housing Association,10 February 2026,Complaint Handling,The landlord’s handling of reports of subsidence,Maladministration,299
622,202521890,Red Kite Community Housing Limited,Housing Association,10 February 2026,Complaint Handling,The landlord’s handling of the complaints,No Maladministration,299
623,202434183,Southwark Council,Local Authority / ALMO or TMO,10 February 2026,Damp & Mould,The landlord’s handling of the resident’s reports of leaks causing damp and mould.,Maladministration,300
